aencinas       02/09/2010 12:30:27 0 D
jfuertes       02/09/2010 12:30:35 0 D
jrojas         02/09/2010 12:31:07 0 D
kmontalvo      02/09/2010 12:31:24 0 D
jduran         02/09/2010 12:31:34 0 D
enotta         02/09/2010 12:32:25 0 D
ovelarde       02/09/2010 12:32:48 0 D
rpereira       02/09/2010 12:32:57 0 D
mmejia         02/09/2010 12:33:07 0 D
farnez         02/09/2010 12:33:13 0 D
rmedrano       02/09/2010 12:33:23 0 D
hmaldonado     02/09/2010 12:33:30 0 D
mmontano       02/09/2010 12:33:45 0 D
jcardenas      02/09/2010 12:33:53 0 D
drocabado      02/09/2010 12:34:01 0 D
rbaldelomar    02/09/2010 12:34:10 0 D
jquispe        02/09/2010 12:34:17 0 D
malmanza       02/09/2010 12:34:24 0 D
fmosquera      02/09/2010 12:34:29 0 D
amachaca       02/09/2010 12:34:36 0 D
galcala        02/09/2010 12:34:43 0 D
jsiles         02/09/2010 12:34:50 0 D
rrodriguez     02/09/2010 12:34:55 0 D
csubieta       02/09/2010 12:35:02 0 D
bgranado       02/09/2010 12:35:11 0 D
ebeltran       02/09/2010 12:35:20 0 D
randia         02/09/2010 12:35:26 0 D
esanabria      02/09/2010 12:35:44 0 D
gherbas        02/09/2010 12:35:50 0 D
cquiroga       02/09/2010 12:35:58 0 D
dsuarez        02/09/2010 12:36:05 0 D
fvega          02/09/2010 12:36:12 0 D
rclaure        02/09/2010 12:36:20 0 D
dhuarita       02/09/2010 12:36:27 0 D
rsalamanca     02/09/2010 12:36:33 0 D
oferrufino     02/09/2010 12:36:41 0 D
esolis         02/09/2010 12:36:50 0 D
avillegas      02/09/2010 12:36:57 0 D
eargandona     02/09/2010 12:37:03 0 D
rcordova       02/09/2010 12:37:20 0 D
oantezana      02/09/2010 12:38:57 0 D
hvillegas      02/09/2010 12:39:06 0 D
nnumbela       02/09/2010 12:39:39 0 D
layllon        02/09/2010 12:39:54 0 D
dpalomino      02/09/2010 12:40:16 0 D
jparra         02/09/2010 12:40:25 0 D
wrioja         02/09/2010 12:40:42 0 D
acamacho       02/09/2010 12:41:14 0 D
fllallagua     02/09/2010 12:41:24 0 D
alaura         02/09/2010 12:41:37 0 D
krojas         02/09/2010 12:41:45 D D
tsoliz         02/09/2010 12:41:51 D D
jguarachi      02/09/2010 12:42:01 0 D
hcaceres       02/09/2010 12:42:07 0 D
rchumacero     02/09/2010 12:42:47 0 D
mzambrana      02/09/2010 12:43:35 D D
mzambrana      02/09/2010 12:43:40 D D
mzambrana      02/09/2010 12:43:46 0 D
jrivera        02/09/2010 12:43:55 0 D
mayma          02/09/2010 12:44:01 0 D
rmijaria       02/09/2010 12:44:09 0 D
mjaldin        02/09/2010 12:44:37 0 D
plema          02/09/2010 12:44:45 0 D
icespedes      02/09/2010 12:45:24 0 D
vsoliz         02/09/2010 12:45:33 0 D
cmollo         02/09/2010 12:46:06 0 D
dayaviri       02/09/2010 12:46:49 0 D
msinaniz       02/09/2010 12:47:18 0 D
lsuarez        02/09/2010 12:48:11 0 D
rarteaga       02/09/2010 12:48:45 0 D
schopitea      02/09/2010 12:50:27 0 D
jbaptista      02/09/2010 12:50:35 0 D
jaquispe       02/09/2010 12:50:56 0 D
icvargas       02/09/2010 12:53:51 0 D
sclaros        02/09/2010 12:54:55 0 D
gvelasquez     02/09/2010 12:55:15 0 D
jdurandal      02/09/2010 12:57:44 0 D
jcarvallo      02/09/2010 13:03:07 0 D
smarino        02/09/2010 13:06:56 0 D
rarteaga       02/09/2010 13:38:29 D D
dmitma         02/09/2010 13:41:36 0 D
hvillegas      02/09/2010 13:52:03 D D
vdaga          02/09/2010 13:55:19 0 D
sclaros        02/09/2010 14:08:43 D D
gvelasquez     02/09/2010 14:08:49 D D
drocabado      02/09/2010 14:11:22 D D
eargandona     02/09/2010 14:12:56 D D
acamacho       02/09/2010 14:14:25 D D
fllallagua     02/09/2010 14:14:35 D D
eyrady         02/09/2010 14:17:01 D D
jrojas         02/09/2010 14:17:34 D D
nnumbela       02/09/2010 14:17:43 D D
dmitma         02/09/2010 14:18:15 D D
jbaptista      02/09/2010 14:19:13 D D
rbueno         02/09/2010 14:21:33 D D
mmontano       02/09/2010 14:22:22 D D
layllon        02/09/2010 14:24:20 D D
frojas         02/09/2010 14:25:40 0 D
frojas         02/09/2010 14:25:45 D D
amachaca       02/09/2010 14:25:52 D D
tsoliz         02/09/2010 14:25:58 D D
rcordova       02/09/2010 14:26:10 D D
hmaldonado     02/09/2010 14:26:26 D D
esanabria      02/09/2010 14:27:11 D D
oantezana      02/09/2010 14:28:09 D D
lsuarez        02/09/2010 14:28:19 D D
ebeltran       02/09/2010 14:28:27 D D
czamora        02/09/2010 14:29:09 D D
msinaniz       02/09/2010 14:29:18 D D
rbaldelomar    02/09/2010 14:29:25 D D
esolis         02/09/2010 14:30:04 D D
fvega          02/09/2010 14:30:19 D D
mayma          02/09/2010 14:30:25 D D
jfuertes       02/09/2010 14:30:31 D D
rmijaria       02/09/2010 14:31:07 D D
fmeza          02/09/2010 14:31:14 D D
rvia           02/09/2010 14:31:27 D D
rsalamanca     02/09/2010 14:31:50 D D
dcastro        02/09/2010 14:32:00 D D
enotta         02/09/2010 14:32:09 D D
jparra         02/09/2010 14:32:19 D D
jcarvallo      02/09/2010 14:32:30 D D
oferrufino     02/09/2010 14:32:37 D D
adelgadillo    02/09/2010 14:32:45 D D
mzambrana      02/09/2010 14:33:18 D D
galcala        02/09/2010 14:33:27 D D
avillegas      02/09/2010 14:33:33 D D
dayaviri       02/09/2010 14:33:41 D D
malmanza       02/09/2010 14:33:55 D D
rclaure        02/09/2010 14:34:04 D D
rpereira       02/09/2010 14:34:13 D D
mjaldin        02/09/2010 14:35:40 D D
mmejia         02/09/2010 14:35:45 D D
plema          02/09/2010 14:35:52 D D
rmedrano       02/09/2010 14:36:11 D D
kmontalvo      02/09/2010 14:36:19 D D
baranibar      02/09/2010 14:37:07 D D
asaldias       02/09/2010 14:37:13 D D
rrodriguez     02/09/2010 14:37:20 D D
jsiles         02/09/2010 14:37:37 D D
dpalomino      02/09/2010 14:37:44 D D
schopitea      02/09/2010 14:37:50 D D
krojas         02/09/2010 14:39:08 D D
dsuarez        02/09/2010 14:39:52 D D
dhuarita       02/09/2010 14:40:01 D D
wrioja         02/09/2010 14:40:08 D D
rchumacero     02/09/2010 14:40:38 D D
bgranado       02/09/2010 14:40:48 D D
jquispe        02/09/2010 14:40:55 D D
farnez         02/09/2010 14:41:30 D D
cquiroga       02/09/2010 14:43:37 D D
icvargas       02/09/2010 14:43:45 D D
jcardenas      02/09/2010 14:44:40 D D
jduran         02/09/2010 14:45:15 D D
scastro        02/09/2010 14:53:08 D D
fprudencio     02/09/2010 14:53:16 D D
csubieta       02/09/2010 14:55:32 D D
jrivera        02/09/2010 14:55:51 D D
jmita          02/09/2010 14:57:56 D D
jaquispe       02/09/2010 15:02:08 D D
jguarachi      02/09/2010 15:04:48 D D
fmosquera      02/09/2010 16:01:38 D D
dpalomino      02/09/2010 17:50:46 D D
msinaniz       02/09/2010 18:14:48 0 D
drocabado      02/09/2010 18:27:53 0 D
acamacho       02/09/2010 18:30:22 0 D
jrojas         02/09/2010 18:30:43 0 D
jduran         02/09/2010 18:30:56 0 D
rbueno         02/09/2010 18:31:06 0 D
jfuertes       02/09/2010 18:33:25 0 D
kmontalvo      02/09/2010 18:34:57 0 D
csubieta       02/09/2010 18:35:50 0 D
ovelarde       02/09/2010 18:36:00 0 D
csubieta       02/09/2010 18:36:08 0 D
esolis         02/09/2010 18:36:39 0 D
dsuarez        02/09/2010 18:36:49 0 D
mmejia         02/09/2010 18:37:10 0 D
rpereira       02/09/2010 18:38:13 0 D
esanabria      02/09/2010 18:38:39 0 D
jsiles         02/09/2010 18:38:49 0 D
smarino        02/09/2010 18:42:33 0 D
rbaldelomar    02/09/2010 18:45:03 0 D
rcordova       02/09/2010 18:45:24 0 D
ebeltran       02/09/2010 18:46:08 0 D
hvillegas      02/09/2010 18:49:56 0 D
layllon        02/09/2010 18:50:05 0 D
rmijaria       02/09/2010 18:51:09 0 D
oantezana      02/09/2010 18:51:20 0 D
hmaldonado     02/09/2010 18:54:47 0 D
rrodriguez     02/09/2010 18:55:53 0 D
fmosquera      02/09/2010 18:58:58 0 D
jdurandal      02/09/2010 18:59:41 0 D
schopitea      02/09/2010 18:59:57 0 D
wrioja         02/09/2010 19:01:15 0 D
fvega          02/09/2010 19:01:30 0 D
dayaviri       02/09/2010 19:01:40 0 D
dhuarita       02/09/2010 19:01:47 0 D
amachaca       02/09/2010 19:06:46 0 D
galcala        02/09/2010 19:06:55 0 D
dmitma         02/09/2010 19:07:10 0 D
lsuarez        02/09/2010 19:12:28 0 D
cquiroga       02/09/2010 19:15:35 0 D
nnumbela       02/09/2010 19:15:52 0 D
malmanza       02/09/2010 19:16:00 0 D
jbaptista      02/09/2010 19:16:17 0 D
bgranado       02/09/2010 19:16:30 0 D
plema          02/09/2010 19:21:26 0 D
enotta         02/09/2010 19:22:13 0 D
avillegas      02/09/2010 19:28:44 0 D
adelgadillo    02/09/2010 19:33:34 0 D
gherbas        02/09/2010 19:36:20 0 D
mayma          02/09/2010 19:43:59 0 D
rclaure        02/09/2010 19:44:32 0 D
dcastro        02/09/2010 19:44:39 0 D
jpinto         02/09/2010 19:44:47 0 D
fllallagua     02/09/2010 19:48:34 D D
fllallagua     02/09/2010 19:48:42 0 D
jcarvallo      02/09/2010 19:53:30 D D
jcarvallo      02/09/2010 19:53:45 0 D
mzambrana      02/09/2010 20:01:56 0 D
jrivera        02/09/2010 20:02:05 0 D
scastro        02/09/2010 20:26:18 0 D
fprudencio     02/09/2010 20:26:26 0 D
eargandona     02/09/2010 20:33:20 0 D
alaura         02/09/2010 20:33:29 0 D
hcaceres       02/09/2010 20:33:35 0 D
sclaros        02/09/2010 20:34:47 0 D
gvelasquez     02/09/2010 20:34:53 0 D
asaldias       02/09/2010 20:44:49 0 D
rarteaga       02/09/2010 20:54:54 0 D
jcardenas      02/09/2010 21:04:55 D D
farnez         02/09/2010 21:05:04 0 D
rmedrano       02/09/2010 21:05:11 0 D
jaquispe       02/09/2010 21:07:51 0 D
icespedes      02/09/2010 21:22:17 0 D
rchumacero     02/09/2010 21:22:26 0 D
vsoliz         02/09/2010 21:33:58 0 D
randia         02/09/2010 21:40:15 0 D
frojas         02/09/2010 22:02:51 0 D
tsoliz         02/09/2010 22:03:06 0 D
icvargas       02/09/2010 22:51:18 0 D
rarteaga       02/10/2010 07:53:43 D D
frojas         02/10/2010 08:01:49 D D
rayala         02/10/2010 08:08:37 D D
mzambrana      02/10/2010 08:11:48 D D
mjaldin        02/10/2010 08:13:01 D D
msinaniz       02/10/2010 08:13:08 D D
rchumacero     02/10/2010 08:13:15 D D
gvelasquez     02/10/2010 08:13:42 D D
jrivera        02/10/2010 08:13:47 D D
tsoliz         02/10/2010 08:14:18 D D
asaldias       02/10/2010 08:16:00 D D
jguarachi      02/10/2010 08:16:11 D D
jdurandal      02/10/2010 08:16:16 D D
sclaros        02/10/2010 08:17:56 D D
farnez         02/10/2010 08:19:24 D D
kmontalvo      02/10/2010 08:23:47 D D
jcarvallo      02/10/2010 08:24:17 D D
jparra         02/10/2010 08:24:37 D D
mayma          02/10/2010 08:24:43 D D
rbueno         02/10/2010 08:24:49 D D
hcaceres       02/10/2010 08:24:56 D D
jrojas         02/10/2010 08:25:02 D D
scastro        02/10/2010 08:25:49 D D
rmijaria       02/10/2010 08:25:58 D D
layllon        02/10/2010 08:26:41 D D
malmanza       02/10/2010 08:26:53 D D
rvera          02/10/2010 08:27:02 D D
oantezana      02/10/2010 08:27:19 D D
vsoliz         02/10/2010 08:27:27 D D
jbaptista      02/10/2010 08:28:42 D D
dpalomino      02/10/2010 08:29:08 D D
avillegas      02/10/2010 08:29:15 D D
drocabado      02/10/2010 08:29:23 D D
krojas         02/10/2010 08:30:12 D D
smarino        02/10/2010 08:30:25 D D
alaura         02/10/2010 08:30:35 D D
adelgadillo    02/10/2010 08:30:44 D D
rsalamanca     02/10/2010 08:30:50 D D
rvia           02/10/2010 08:30:59 D D
rclaure        02/10/2010 08:31:16 D D
rcordova       02/10/2010 08:32:00 D D
ebeltran       02/10/2010 08:32:06 D D
dsuarez        02/10/2010 08:32:21 D D
acamacho       02/10/2010 08:32:29 D D
fvega          02/10/2010 08:32:45 D D
esolis         02/10/2010 08:32:55 D D
baranibar      02/10/2010 08:33:23 D D
mmejia         02/10/2010 08:33:29 D D
galcala        02/10/2010 08:33:38 D D
bgranado       02/10/2010 08:33:46 D D
hmaldonado     02/10/2010 08:33:56 D D
wrioja         02/10/2010 08:34:03 D D
schopitea      02/10/2010 08:34:12 D D
rbaldelomar    02/10/2010 08:34:32 D D
esanabria      02/10/2010 08:34:41 D D
fmosquera      02/10/2010 08:34:48 D D
jquispe        02/10/2010 08:35:53 D D
jpinto         02/10/2010 08:36:01 D D
rmedrano       02/10/2010 08:36:31 D D
dayaviri       02/10/2010 08:36:38 D D
gherbas        02/10/2010 08:36:45 D D
icvargas       02/10/2010 08:36:54 D D
plema          02/10/2010 08:37:55 D D
amachaca       02/10/2010 08:38:05 D D
rpereira       02/10/2010 08:38:13 D D
csubieta       02/10/2010 08:38:37 D D
dhuarita       02/10/2010 08:38:46 D D
cquiroga       02/10/2010 08:39:45 D D
ovelarde       02/10/2010 08:42:31 D D
dcastro        02/10/2010 08:42:37 D D
jaquispe       02/10/2010 08:42:46 D D
fllallagua     02/10/2010 08:44:57 D D
rrodriguez     02/10/2010 08:45:04 D D
oferrufino     02/10/2010 08:45:56 D D
mmontano       02/10/2010 08:46:28 D D
cvalverde      02/10/2010 08:48:12 D D
hvillegas      02/10/2010 08:57:58 D D
lsuarez        02/10/2010 10:54:26 D D
ebeltran       02/10/2010 12:13:49 0 D
jfuertes       02/10/2010 12:30:04 0 D
aencinas       02/10/2010 12:30:15 0 D
jrojas         02/10/2010 12:30:21 0 D
rbueno         02/10/2010 12:30:33 D D
nnumbela       02/10/2010 12:30:41 0 D
drocabado      02/10/2010 12:31:08 0 D
rcordova       02/10/2010 12:31:22 0 D
mmontano       02/10/2010 12:31:29 0 D
msinaniz       02/10/2010 12:31:39 0 D
wrioja         02/10/2010 12:31:57 0 D
kmontalvo      02/10/2010 12:32:04 0 D
schopitea      02/10/2010 12:32:16 0 D
cvalverde      02/10/2010 12:32:22 0 D
hmaldonado     02/10/2010 12:32:30 0 D
ovelarde       02/10/2010 12:32:37 0 D
jquispe        02/10/2010 12:32:43 0 D
jduran         02/10/2010 12:32:52 0 D
rayala         02/10/2010 12:33:00 0 D
fmosquera      02/10/2010 12:33:13 D D
rpereira       02/10/2010 12:33:23 0 D
adelgadillo    02/10/2010 12:33:33 0 D
randia         02/10/2010 12:33:39 0 D
dpalomino      02/10/2010 12:33:47 0 D
csubieta       02/10/2010 12:33:56 0 D
jsiles         02/10/2010 12:34:05 0 D
dsuarez        02/10/2010 12:34:11 0 D
jdurandal      02/10/2010 12:34:38 0 D
hvillegas      02/10/2010 12:34:47 0 D
bgranado       02/10/2010 12:34:56 0 D
amachaca       02/10/2010 12:35:03 0 D
layllon        02/10/2010 12:35:10 0 D
czamora        02/10/2010 12:35:18 0 D
malmanza       02/10/2010 12:35:25 0 D
scastro        02/10/2010 12:35:31 0 D
esanabria      02/10/2010 12:35:39 0 D
rbaldelomar    02/10/2010 12:35:47 0 D
mmejia         02/10/2010 12:35:54 0 D
jpinto         02/10/2010 12:36:02 0 D
lsuarez        02/10/2010 12:36:11 0 D
galcala        02/10/2010 12:36:18 0 D
dcastro        02/10/2010 12:36:27 0 D
farnez         02/10/2010 12:37:10 0 D
rarteaga       02/10/2010 12:38:25 0 D
esolis         02/10/2010 12:38:38 0 D
jbaptista      02/10/2010 12:39:13 0 D
avillegas      02/10/2010 12:39:34 0 D
acamacho       02/10/2010 12:40:54 0 D
fllallagua     02/10/2010 12:41:06 0 D
cquiroga       02/10/2010 12:41:15 0 D
smarino        02/10/2010 12:41:21 0 D
oferrufino     02/10/2010 12:41:29 D D
plema          02/10/2010 12:41:52 0 D
fvega          02/10/2010 12:42:14 0 D
dhuarita       02/10/2010 12:42:27 0 D
mayma          02/10/2010 12:43:30 0 D
mzambrana      02/10/2010 12:43:59 0 D
icvargas       02/10/2010 12:44:07 0 D
rchumacero     02/10/2010 12:44:15 0 D
jguarachi      02/10/2010 12:44:22 0 D
jrivera        02/10/2010 12:44:49 0 D
rmedrano       02/10/2010 12:46:35 0 D
jaquispe       02/10/2010 12:48:06 0 D
dayaviri       02/10/2010 12:51:20 0 D
tsoliz         02/10/2010 13:00:06 0 D
krojas         02/10/2010 13:01:00 0 D
sclaros        02/10/2010 13:02:18 0 D
gvelasquez     02/10/2010 13:02:26 0 D
frojas         02/10/2010 13:02:57 0 D
rarteaga       02/10/2010 13:14:51 D D
jparra         02/10/2010 13:25:19 0 D
acamacho       02/10/2010 13:25:29 D D
fllallagua     02/10/2010 13:25:39 D D
jguarachi      02/10/2010 13:31:50 D D
jcarvallo      02/10/2010 13:40:46 D D
hvillegas      02/10/2010 13:49:43 D D
mjaldin        02/10/2010 14:15:05 D D
jparra         02/10/2010 14:15:15 D D
jrojas         02/10/2010 14:17:16 D D
rayala         02/10/2010 14:19:40 D D
hmaldonado     02/10/2010 14:19:47 D D
rsalamanca     02/10/2010 14:20:22 D D
csubieta       02/10/2010 14:22:26 D D
nnumbela       02/10/2010 14:22:33 D D
farnez         02/10/2010 14:23:22 D D
oantezana      02/10/2010 14:24:40 D D
rpereira       02/10/2010 14:26:17 D D
mayma          02/10/2010 14:26:24 D D
rbueno         02/10/2010 14:26:31 D D
rcordova       02/10/2010 14:26:49 D D
dcastro        02/10/2010 14:27:15 D D
malmanza       02/10/2010 14:27:28 D D
rmijaria       02/10/2010 14:27:38 D D
jsiles         02/10/2010 14:27:51 D D
layllon        02/10/2010 14:28:23 D D
mzambrana      02/10/2010 14:28:29 D D
rvia           02/10/2010 14:28:48 D D
esolis         02/10/2010 14:28:58 D D
rclaure        02/10/2010 14:29:07 D D
amachaca       02/10/2010 14:30:10 D D
adelgadillo    02/10/2010 14:30:17 D D
drocabado      02/10/2010 14:30:25 D D
dpalomino      02/10/2010 14:31:24 D D
baranibar      02/10/2010 14:31:30 D D
jrivera        02/10/2010 14:31:42 D D
rchumacero     02/10/2010 14:31:48 D D
jduran         02/10/2010 14:32:33 D D
ebeltran       02/10/2010 14:32:42 D D
msinaniz       02/10/2010 14:33:12 D D
plema          02/10/2010 14:34:05 D D
czamora        02/10/2010 14:34:12 D D
schopitea      02/10/2010 14:34:20 D D
jbaptista      02/10/2010 14:34:29 D D
esanabria      02/10/2010 14:34:42 D D
rvera          02/10/2010 14:34:59 D D
galcala        02/10/2010 14:35:50 D D
jfuertes       02/10/2010 14:35:56 D D
tsoliz         02/10/2010 14:37:03 D D
pclaros        02/10/2010 14:37:13 D D
rbaldelomar    02/10/2010 14:37:27 D D
avillegas      02/10/2010 14:37:35 D D
mmontano       02/10/2010 14:37:44 D D
bgranado       02/10/2010 14:38:08 D D
oferrufino     02/10/2010 14:38:15 D D
wrioja         02/10/2010 14:38:23 	4 D
sclaros        02/10/2010 14:38:45 D D
gvelasquez     02/10/2010 14:38:50 D D
dayaviri       02/10/2010 14:39:28 D D
dhuarita       02/10/2010 14:39:44 D D
jcardenas      02/10/2010 14:40:00 D D
rrodriguez     02/10/2010 14:40:07 D D
krojas         02/10/2010 14:40:13 D D
jquispe        02/10/2010 14:40:22 D D
ovelarde       02/10/2010 14:40:52 D D
mmejia         02/10/2010 14:41:18 D D
cquiroga       02/10/2010 14:42:10 D D
cvalverde      02/10/2010 14:44:19 D D
kmontalvo      02/10/2010 14:44:24 D D
rmedrano       02/10/2010 14:44:30 D D
dsuarez        02/10/2010 14:44:38 D D
scastro        02/10/2010 14:45:19 D D
fprudencio     02/10/2010 14:45:26 D D
icvargas       02/10/2010 14:48:28 D D
fvega          02/10/2010 14:56:22 D D
jaquispe       02/10/2010 14:59:41 D D
lsuarez        02/10/2010 15:30:25 D D
fmosquera      02/10/2010 16:05:07 D D
jrojas         02/10/2010 18:31:26 0 D
jfuertes       02/10/2010 18:32:22 0 D
esolis         02/10/2010 18:32:30 0 D
oferrufino     02/10/2010 18:34:20 D D
rmijaria       02/10/2010 18:35:19 0 D
rpereira       02/10/2010 18:35:30 0 D
dhuarita       02/10/2010 18:35:38 0 D
ovelarde       02/10/2010 18:35:47 0 D
rbueno         02/10/2010 18:35:53 0 D
cvalverde      02/10/2010 18:36:03 0 D
jsiles         02/10/2010 18:36:09 0 D
rbaldelomar    02/10/2010 18:36:17 0 D
csubieta       02/10/2010 18:36:30 0 D
jduran         02/10/2010 18:38:22 0 D
czamora        02/10/2010 18:40:14 0 D
mmontano       02/10/2010 18:40:33 0 D
wrioja         02/10/2010 18:41:37 0 D
mmejia         02/10/2010 18:41:58 0 D
fvega          02/10/2010 18:44:13 0 D
acamacho       02/10/2010 18:46:15 0 D
jaquispe       02/10/2010 18:48:12 0 D
schopitea      02/10/2010 18:48:52 0 D
ebeltran       02/10/2010 18:49:12 0 D
esanabria      02/10/2010 18:49:46 0 D
galcala        02/10/2010 18:51:14 0 D
amachaca       02/10/2010 18:51:21 0 D
rrodriguez     02/10/2010 18:51:31 0 D
layllon        02/10/2010 18:52:47 0 D
icvargas       02/10/2010 18:54:30 0 D
rayala         02/10/2010 18:54:47 0 D
bgranado       02/10/2010 18:55:37 0 D
avillegas      02/10/2010 18:56:12 0 D
msinaniz       02/10/2010 18:57:58 0 D
jpinto         02/10/2010 18:58:06 0 D
dcastro        02/10/2010 18:58:15 0 D
jquispe        02/10/2010 18:58:21 0 D
dsuarez        02/10/2010 19:02:19 0 D
hvillegas      02/10/2010 19:03:21 0 D
smarino        02/10/2010 19:03:58 0 D
malmanza       02/10/2010 19:05:35 0 D
krojas         02/10/2010 19:09:57 0 D
rcordova       02/10/2010 19:10:11 0 D
hmaldonado     02/10/2010 19:11:19 0 D
dpalomino      02/10/2010 19:12:15 0 D
dmaldonado     02/10/2010 19:12:20 0 D
lsuarez        02/10/2010 19:15:26 0 D
dayaviri       02/10/2010 19:15:35 0 D
alaura         02/10/2010 19:17:12 0 D
drocabado      02/10/2010 19:18:56 0 D
gherbas        02/10/2010 19:20:21 0 D
plema          02/10/2010 19:24:49 0 D
nnumbela       02/10/2010 19:26:51 0 D
hcaceres       02/10/2010 19:27:06 D D
cquiroga       02/10/2010 19:28:30 0 D
kmontalvo      02/10/2010 19:29:34 0 D
jbaptista      02/10/2010 19:34:00 0 D
rmedrano       02/10/2010 19:38:06 0 D
tsoliz         02/10/2010 19:39:15 0 D
jdurandal      02/10/2010 19:40:35 0 D
oantezana      02/10/2010 19:40:45 0 D
rchumacero     02/10/2010 19:40:52 0 D
jguarachi      02/10/2010 19:57:04 0 D
jcarvallo      02/10/2010 19:57:30 0 D
jcardenas      02/10/2010 19:58:20 D D
jcardenas      02/10/2010 19:58:29 0 D
farnez         02/10/2010 19:58:36 0 D
sclaros        02/10/2010 20:09:26 0 D
scastro        02/10/2010 20:09:51 0 D
gvelasquez     02/10/2010 20:10:12 0 D
randia         02/10/2010 20:14:00 0 D
vdaga          02/10/2010 20:37:11 0 D
adelgadillo    02/10/2010 20:50:41 0 D
rarteaga       02/10/2010 22:13:54 D D
rarteaga       02/10/2010 22:14:09 0 D
mzambrana      02/10/2010 22:14:16 0 D
jrivera        02/10/2010 22:14:25 0 D
lsuarez        02/11/2010 07:25:56 D D
rarteaga       02/11/2010 07:54:26 D D
rchumacero     02/11/2010 07:59:34 D D
rbueno         02/11/2010 08:07:40 D D
jguarachi      02/11/2010 08:11:32 D D
msinaniz       02/11/2010 08:12:07 D D
hcaceres       02/11/2010 08:13:41 D D
nnumbela       02/11/2010 08:14:26 D D
jdurandal      02/11/2010 08:14:30 D D
mzambrana      02/11/2010 08:15:00 D D
farnez         02/11/2010 08:20:41 D D
hvillegas      02/11/2010 08:20:52 D D
oantezana      02/11/2010 08:21:52 D D
mcarvajal      02/11/2010 08:23:18 D D
tsoliz         02/11/2010 08:24:17 D D
jrivera        02/11/2010 08:24:34 D D
jrojas         02/11/2010 08:25:31 D D
