rvera        02/01/2010 14:30  D
lgalindo     02/01/2010 14:31  D
rmedrano     02/01/2010 14:31  D
rcordero     02/01/2010 14:32  D
fsanchez     02/01/2010 14:33  D
plema        02/01/2010 14:34  D
ecotana      02/01/2010 14:37  D
czamora      02/01/2010 14:38  D
rsoliz       02/01/2010 14:38  D
eudaeta      02/01/2010 14:41  D
rcoronel     02/01/2010 14:45  D
lsaravia     02/01/2010 15:07  D
sclaros      02/01/2010 15:07  D
aencinas     02/01/2010 18:31  0
eyrady       02/01/2010 18:31  0
pramirez     02/01/2010 18:31  0
ecotana      02/01/2010 18:34  D
eudaeta      02/01/2010 18:34  0
lortuno      02/01/2010 18:38  0
jvargas      02/01/2010 18:45  0
jcanedo      02/01/2010 18:45  0
gmontano     02/01/2010 18:49  0
lgalindo     02/01/2010 18:54  0
tescriva     02/01/2010 18:55  0
jquispe      02/01/2010 18:58  0
dcastro      02/01/2010 18:58  0
rmartinez    02/01/2010 18:59  0
lsaravia     02/01/2010 18:59  0
despinoza    02/01/2010 19:02  D
czamora      02/01/2010 19:05  0
rsoliz       02/01/2010 19:07  0
jsolorzano   02/01/2010 19:09  0
aponce       02/01/2010 19:41  D
asaldias     02/01/2010 20:02  0
rcordero     02/01/2010 20:41  0
jleano       02/01/2010 20:52  0
mgrandillert 02/01/2010 20:58  0
mescobar     02/01/2010 21:05  0
vsoliz       02/01/2010 21:07  0
rvera        02/01/2010 21:11  0
tarze        02/01/2010 21:14  0
fsanchez     02/01/2010 21:31  0
vbadani      02/01/2010 21:52  0
lortuno      02/02/2010 7:57   D
rmartinez    02/02/2010 7:58   D
cmollo       02/02/2010 7:58   D
randia       02/02/2010 7:59   D
vsoliz       02/02/2010 8:15   D
jfuertes     02/02/2010 8:16   D
jsolorzano   02/02/2010 8:17   D
jleano       02/02/2010 8:17   D
rcordero     02/02/2010 8:18   D
gmontano     02/02/2010 8:22   D
icespedes    02/02/2010 8:22   D
tarze        02/02/2010 8:22   D
dayaviri     02/02/2010 8:23   D
rmedrano     02/02/2010 8:24   D
vbadani      02/02/2010 8:26   D
mgrandillert 02/02/2010 8:27   D
jcanedo      02/02/2010 8:28   D
aencinas     02/02/2010 8:30   D
despinoza    02/02/2010 8:32   D
pramirez     02/02/2010 8:32   D
czamora      02/02/2010 8:32   D
aponce       02/02/2010 8:38   D
rsoliz       02/02/2010 8:44   D
ecotana      02/02/2010 8:44   D
eudaeta      02/02/2010 8:46   D
lgalindo     02/02/2010 8:46   D
lsaravia     02/02/2010 8:58   D
jduran       02/02/2010 9:03   D
gmontano     02/02/2010 9:13   D
gmontano     02/02/2010 9:56   D
jvargas      02/02/2010 12:15  0
tarze        02/02/2010 12:28  0
nzurita      02/02/2010 12:28  0
gmontano     02/02/2010 12:29  0
lsaravia     02/02/2010 12:30  0
jcanedo      02/02/2010 12:31  0
ecotana      02/02/2010 12:31  D
lortuno      02/02/2010 12:33  0
jsolorzano   02/02/2010 12:33  0
czamora      02/02/2010 12:34  0
rmedrano     02/02/2010 12:34  0
aponce       02/02/2010 12:34  0
rvera        02/02/2010 12:34  0
asaldias     02/02/2010 12:35  0
rcordero     02/02/2010 12:35  0
plema        02/02/2010 12:35  0
lgalindo     02/02/2010 12:36  0
pramirez     02/02/2010 12:36  0
rsoliz       02/02/2010 12:37  0
rmartinez    02/02/2010 12:37  0
vdaga        02/02/2010 12:39  0
randia       02/02/2010 12:41  0
despinoza    02/02/2010 12:42  0
vbadani      02/02/2010 12:58  0
vsoliz       02/02/2010 13:38  D
cmollo       02/02/2010 13:38  D
alaura       02/02/2010 13:57  D
rcordero     02/02/2010 13:57  D
randia       02/02/2010 13:59  D
vdaga        02/02/2010 14:01  D
rmedrano     02/02/2010 14:05  D
jfuertes     02/02/2010 14:07  D
lortuno      02/02/2010 14:08  D
despinoza    02/02/2010 14:15  D
drocha       02/02/2010 14:15  D
aencinas     02/02/2010 14:20  D
aponce       02/02/2010 14:21  D
rmartinez    02/02/2010 14:24  D
jcanedo      02/02/2010 14:28  D
gaguilar     02/02/2010 14:29  D
czamora      02/02/2010 14:30  D
jromay       02/02/2010 14:30  D
gmontano     02/02/2010 14:31  D
jvargas      02/02/2010 14:31  D
ecotana      02/02/2010 14:31  D
vbadani      02/02/2010 14:32  D
pramirez     02/02/2010 14:32  D
rvera        02/02/2010 14:34  D
nzurita      02/02/2010 14:47  D
ovelarde     02/02/2010 14:59  D
lgalindo     02/02/2010 15:01  D
lsaravia     02/02/2010 15:03  D
gmontano     02/02/2010 18:30  D
gmontano     02/02/2010 18:30  0
jfuertes     02/02/2010 18:30  0
lsaravia     02/02/2010 18:30  0
jcanedo      02/02/2010 18:32  0
ecotana      02/02/2010 18:40  D
lortuno      02/02/2010 18:42  0
jsolorzano   02/02/2010 18:43  0
jvargas      02/02/2010 18:46  0
czamora      02/02/2010 18:48  0
aencinas     02/02/2010 18:49  0
eudaeta      02/02/2010 18:49  0
rmartinez    02/02/2010 18:50  0
rvera        02/02/2010 18:53  0
aponce       02/02/2010 18:54  0
lgalindo     02/02/2010 19:10  0
despinoza    02/02/2010 19:11  D
nzurita      02/02/2010 19:13  0
pdaza        02/02/2010 19:25  0
vbadani      02/02/2010 19:52  0
rcordero     02/02/2010 19:54  0
jleano       02/02/2010 20:06  0
rsoliz       02/02/2010 20:16  0
asaldias     02/02/2010 20:50  0
randia       02/04/2010 7:40   D
pclaros      02/04/2010 7:41   D
rmartinez    02/04/2010 7:57   D
lortuno      02/04/2010 7:57   D
rcoronel     02/04/2010 8:01   D
cmollo       02/04/2010 8:07   D
drocha       02/04/2010 8:09   D
icespedes    02/04/2010 8:10   D
hmantezana   02/04/2010 8:15   D
jparra       02/04/2010 8:16   D
scastro      02/04/2010 8:18   D
jmita        02/04/2010 8:18   D
rvera        02/04/2010 8:19   D
mgrandillert 02/04/2010 8:20   D
fprudencio   02/04/2010 8:21   D
mescobar     02/04/2010 8:22   D
jfuertes     02/04/2010 8:23   D
pramirez     02/04/2010 8:23   D
pdaza        02/04/2010 8:23   D
jsolorzano   02/04/2010 8:24   D
jcanedo      02/04/2010 8:24   D
gmontano     02/04/2010 8:26   D
vsoliz       02/04/2010 8:26   D
jvargas      02/04/2010 8:28   D
jleano       02/04/2010 8:29   D
despinoza    02/04/2010 8:31   D
aencinas     02/04/2010 8:33   D
fsanchez     02/04/2010 8:35   D
nzurita      02/04/2010 8:38   D
vbadani      02/04/2010 8:39   D
aponce       02/04/2010 8:39   D
rsoliz       02/04/2010 8:39   D
vdaga        02/04/2010 8:43   D
ecotana      02/04/2010 8:44   D
eudaeta      02/04/2010 8:44   D
jaquispe     02/04/2010 8:50   D
lgalindo     02/04/2010 8:52   D
lsaravia     02/04/2010 9:03   D
rcordero     02/04/2010 9:23   D
gmontano     02/04/2010 12:30  0
jvargas      02/04/2010 12:30  0
nzurita      02/04/2010 12:30  0
czamora      02/04/2010 12:31  0
pramirez     02/04/2010 12:31  0
jcanedo      02/04/2010 12:31  0
vbadani      02/04/2010 12:32  0
rmartinez    02/04/2010 12:32  D
lsaravia     02/04/2010 12:32  0
ecotana      02/04/2010 12:32  D
aponce       02/04/2010 12:32  0
lortuno      02/04/2010 12:32  0
fsanchez     02/04/2010 12:35  0
mgrandillert 02/04/2010 12:35  D
rvera        02/04/2010 12:36  0
eudaeta      02/04/2010 12:36  0
rsoliz       02/04/2010 12:37  0
lgalindo     02/04/2010 12:37  D
jsolorzano   02/04/2010 12:39  0
jevargas     02/04/2010 12:42  0
baranibar    02/04/2010 12:43  0
randia       02/04/2010 12:44  0
despinoza    02/04/2010 12:46  0
jaquispe     02/04/2010 12:47  0
amaldonado   02/04/2010 12:50  0
mgarcia      02/04/2010 12:50  0
gaguilar     02/04/2010 12:51  0
rcoronel     02/04/2010 12:52  D
rcordero     02/04/2010 12:57  0
pclaros      02/04/2010 13:00  0
jromay       02/04/2010 13:03  0
vdaga        02/04/2010 13:03  D
agutierrez   02/04/2010 13:27  D
mgarcia      02/04/2010 13:37  D
smarino      02/04/2010 13:37  D
vsoliz       02/04/2010 13:39  D
jguarachi    02/04/2010 13:40  D
randia       02/04/2010 13:42  D
vdaga        02/04/2010 13:46  D
pclaros      02/04/2010 13:56  0
lortuno      02/04/2010 14:08  D
rcordero     02/04/2010 14:11  D
jvargas      02/04/2010 14:15  D
gmontano     02/04/2010 14:17  D
jevargas     02/04/2010 14:17  D
nnumbela     02/04/2010 14:17  D
aencinas     02/04/2010 14:21  D
pramirez     02/04/2010 14:22  D
mescobar     02/04/2010 14:22  0
mescobar     02/04/2010 14:23  D
mjaldin      02/04/2010 14:23  D
despinoza    02/04/2010 14:24  D
lgalindo     02/04/2010 14:27  D
jcanedo      02/04/2010 14:27  D
drocha       02/04/2010 14:28  D
aponce       02/04/2010 14:28  D
hmantezana   02/04/2010 14:28  D
icespedes    02/04/2010 14:30  D
rmartinez    02/04/2010 14:30  D
amaldonado   02/04/2010 14:31  D
rvera        02/04/2010 14:33  D
eudaeta      02/04/2010 14:34  D
mgrandillert 02/04/2010 14:34  D
vbadani      02/04/2010 14:35  D
ecotana      02/04/2010 14:35  D
rmedrano     02/04/2010 14:36  D
fsanchez     02/04/2010 14:36  D
tescriva     02/04/2010 14:41  D
jcardenas    02/04/2010 14:46  D
lsaravia     02/04/2010 15:04  D
jaquispe     02/04/2010 15:07  D
nzurita      02/04/2010 15:17  D
rcordero     02/04/2010 17:43  D
despinoza    02/04/2010 18:29  D
gmontano     02/04/2010 18:29  0
jfuertes     02/04/2010 18:31  0
jvargas      02/04/2010 18:32  0
ecotana      02/04/2010 18:32  D
aencinas     02/04/2010 18:37  0
nzurita      02/04/2010 18:38  0
mgrandillert 02/04/2010 18:43  D
czamora      02/04/2010 18:43  0
eudaeta      02/04/2010 18:44  0
lortuno      02/04/2010 18:46  0
pramirez     02/04/2010 18:46  0
jcanedo      02/04/2010 18:46  0
baranibar    02/04/2010 18:47  0
jaquispe     02/04/2010 18:50  0
fsanchez     02/04/2010 18:51  0
tescriva     02/04/2010 18:53  D
rsoliz       02/04/2010 18:55  0
rmartinez    02/04/2010 18:55  0
lsaravia     02/04/2010 18:55  0
aponce       02/04/2010 18:56  0
randia       02/04/2010 19:04  0
lgalindo     02/04/2010 19:07  0
rvera        02/04/2010 19:09  0
pclaros      02/04/2010 19:16  0
pclaros      02/04/2010 19:16  D
jevargas     02/04/2010 19:16  0
jleano       02/04/2010 19:16  0
vdaga        02/04/2010 19:16  0
vbadani      02/04/2010 20:04  D
gherbas      02/05/2010 7:55   D
rmartinez    02/05/2010 7:56   D
lortuno      02/05/2010 8:01   D
randia       02/05/2010 8:05   D
vbadani      02/05/2010 8:08   D
rcordero     02/05/2010 8:08   D
pclaros      02/05/2010 8:09   D
nnumbela     02/05/2010 8:09   D
drocha       02/05/2010 8:10   D
jfuertes     02/05/2010 8:12   D
rchumacero   02/05/2010 8:18   D
dayaviri     02/05/2010 8:22   D
jcanedo      02/05/2010 8:23   D
gmontano     02/05/2010 8:24   D
jleano       02/05/2010 8:25   D
jsolorzano   02/05/2010 8:28   D
jvargas      02/05/2010 8:29   D
tescriva     02/05/2010 8:32   D
mgrandillert 02/05/2010 8:32   D
aencinas     02/05/2010 8:33   D
vsoliz       02/05/2010 8:33   D
rvera        02/05/2010 8:34   D
rsoliz       02/05/2010 8:34   D
eudaeta      02/05/2010 8:37   D
vdaga        02/05/2010 8:38   D
lgalindo     02/05/2010 8:40   D
nzurita      02/05/2010 8:41   D
aponce       02/05/2010 8:41   D
despinoza    02/05/2010 8:43   D
ecotana      02/05/2010 8:45   D
jaquispe     02/05/2010 8:53   D
lsaravia     02/05/2010 8:55   D
jcardenas    02/05/2010 8:55   D
gmontano     02/05/2010 12:29  D
jcanedo      02/05/2010 12:30  0
jvargas      02/05/2010 12:31  0
lsaravia     02/05/2010 12:31  0
ecotana      02/05/2010 12:32  D
lortuno      02/05/2010 12:32  0
pramirez     02/05/2010 12:32  0
rmartinez    02/05/2010 12:32  0
jsolorzano   02/05/2010 12:33  0
rmedrano     02/05/2010 12:33  0
nzurita      02/05/2010 12:37  0
mgrandillert 02/05/2010 12:38  0
rvera        02/05/2010 12:38  0
eudaeta      02/05/2010 12:39  D
baranibar    02/05/2010 12:40  0
malmanza     02/05/2010 12:40  0
hcaceres     02/05/2010 12:40  0
rsoliz       02/05/2010 12:42  0
despinoza    02/05/2010 12:43  0
aponce       02/05/2010 12:49  0
rcordero     02/05/2010 12:50  0
rcordero     02/05/2010 12:50  D
lgalindo     02/05/2010 12:51  0
tescriva     02/05/2010 12:52  D
agutierrez   02/05/2010 13:38  D
vdaga        02/05/2010 13:41  0
lortuno      02/05/2010 13:50  D
aponce       02/05/2010 13:51  D
vdaga        02/05/2010 13:51  D
mgarcia      02/05/2010 13:58  D
rmedrano     02/05/2010 13:58  0
pclaros      02/05/2010 14:03  D
jvargas      02/05/2010 14:17  D
aencinas     02/05/2010 14:21  D
jcanedo      02/05/2010 14:23  D
rmartinez    02/05/2010 14:24  D
lgalindo     02/05/2010 14:24  D
nnumbela     02/05/2010 14:27  D
drocha       02/05/2010 14:27  D
pramirez     02/05/2010 14:29  D
fsanchez     02/05/2010 14:29  D
tescriva     02/05/2010 14:32  D
gmontano     02/05/2010 14:33  D
rsoliz       02/05/2010 14:33  D
nzurita      02/05/2010 14:35  D
mgrandillert 02/05/2010 14:35  D
vbadani      02/05/2010 14:42  D
dmaldonado   02/05/2010 14:42  D
ecotana      02/05/2010 14:42  D
eudaeta      02/05/2010 14:46  D
jcardenas    02/05/2010 14:46  D
jaquispe     02/05/2010 14:53  D
despinoza    02/05/2010 14:54  D
lsaravia     02/05/2010 14:57  D
vbadani      02/05/2010 17:30  D
pramirez     02/05/2010 18:29  D
aencinas     02/05/2010 18:30  0
gmontano     02/05/2010 18:31  0
jcanedo      02/05/2010 18:32  0
jvargas      02/05/2010 18:34  0
rmartinez    02/05/2010 18:36  0
lsaravia     02/05/2010 18:37  0
lortuno      02/05/2010 18:37  0
ecotana      02/05/2010 18:37  D
jsolorzano   02/05/2010 18:39  0
czamora      02/05/2010 18:39  0
lgalindo     02/05/2010 18:45  0
baranibar    02/05/2010 18:46  0
randia       02/05/2010 18:52  0
eudaeta      02/05/2010 18:53  0
fsanchez     02/05/2010 18:53  0
mgrandillert 02/05/2010 18:57  0
despinoza    02/05/2010 19:19  0
tescriva     02/05/2010 19:23  D
rvera        02/05/2010 19:28  0
rcordero     02/05/2010 19:51  0
aponce       02/05/2010 19:52  0
jleano       02/05/2010 20:00  0
asaldias     02/05/2010 20:14  0
rsoliz       02/05/2010 20:20  0
vdaga        02/05/2010 21:04  0
vsoliz       02/06/2010 11:42  D
vsoliz       02/07/2010 19:29  D
rcordero     02/08/2010 6:44   D
jromay       02/08/2010 6:55   D
aponce       02/08/2010 6:55   D
randia       02/08/2010 7:42   D
cmollo       02/08/2010 7:47   D
lortuno      02/08/2010 7:53   D
rmartinez    02/08/2010 8:01   D
vbadani      02/08/2010 8:07   D
jguarachi    02/08/2010 8:07   D
jfuertes     02/08/2010 8:08   D
hmantezana   02/08/2010 8:11   D
eyrady       02/08/2010 8:12   D
mgrandillert 02/08/2010 8:22   D
gmontano     02/08/2010 8:23   D
jvargas      02/08/2010 8:27   D
jcanedo      02/08/2010 8:28   D
aencinas     02/08/2010 8:30   D
jpinto       02/08/2010 8:30   D
nzurita      02/08/2010 8:33   D
vdaga        02/08/2010 8:37   D
eudaeta      02/08/2010 8:38   D
fsanchez     02/08/2010 8:38   D
despinoza    02/08/2010 8:40   D
rsoliz       02/08/2010 8:40   D
ecotana      02/08/2010 8:40   D
lgalindo     02/08/2010 8:45   D
hbranez      02/08/2010 8:48   D
tescriva     02/08/2010 8:48   D
lsaravia     02/08/2010 8:59   D
alaura       02/08/2010 9:06   D
aencinas     02/08/2010 12:30  0
gmontano     02/08/2010 12:30  0
jvargas      02/08/2010 12:30  0
jcanedo      02/08/2010 12:30  0
lsaravia     02/08/2010 12:30  0
rmartinez    02/08/2010 12:32  0
nzurita      02/08/2010 12:32  0
jsolorzano   02/08/2010 12:32  0
lortuno      02/08/2010 12:33  0
aponce       02/08/2010 12:33  0
rvera        02/08/2010 12:33  0
fsanchez     02/08/2010 12:34  0
ecotana      02/08/2010 12:34  D
jcardenas    02/08/2010 12:35  0
asaldias     02/08/2010 12:35  0
randia       02/08/2010 12:36  0
jquispe      02/08/2010 12:36  0
jpinto       02/08/2010 12:36  0
dcastro      02/08/2010 12:36  0
jmita        02/08/2010 12:37  0
mgrandillert 02/08/2010 12:38  D
lgalindo     02/08/2010 12:41  0
vdaga        02/08/2010 12:41  0
jaquispe     02/08/2010 12:45  0
tescriva     02/08/2010 12:45  D
despinoza    02/08/2010 12:45  0
rsoliz       02/08/2010 12:50  0
eudaeta      02/08/2010 13:07  0
vbadani      02/08/2010 13:07  0
rsoliz       02/08/2010 13:35  D
randia       02/08/2010 13:41  D
cmollo       02/08/2010 13:43  D
vsoliz       02/08/2010 13:43  D
rcordero     02/08/2010 13:43  0
rcordero     02/08/2010 13:43  D
lortuno      02/08/2010 14:01  D
lgalindo     02/08/2010 14:17  D
aponce       02/08/2010 14:20  D
aencinas     02/08/2010 14:22  D
eyrady       02/08/2010 14:25  D
alaura       02/08/2010 14:25  D
despinoza    02/08/2010 14:27  D
jcanedo      02/08/2010 14:27  D
jsolorzano   02/08/2010 14:27  D
rmartinez    02/08/2010 14:28  D
gmontano     02/08/2010 14:28  D
jvargas      02/08/2010 14:28  D
rvera        02/08/2010 14:29  D
fsanchez     02/08/2010 14:30  0
eudaeta      02/08/2010 14:33  D
ecotana      02/08/2010 14:33  D
tescriva     02/08/2010 14:37  D
mgrandillert 02/08/2010 14:46  D
mescobar     02/08/2010 14:46  D
jaquispe     02/08/2010 14:53  D
lsaravia     02/08/2010 15:09  D
nzurita      02/08/2010 15:26  D
jvargas      02/08/2010 18:30  0
aencinas     02/08/2010 18:32  0
eyrady       02/08/2010 18:32  D
eyrady       02/08/2010 18:32  0
jsolorzano   02/08/2010 18:33  0
jcanedo      02/08/2010 18:33  0
fsanchez     02/08/2010 18:33  0
nzurita      02/08/2010 18:37  0
rmartinez    02/08/2010 18:38  0
lortuno      02/08/2010 18:39  0
ecotana      02/08/2010 18:40  D
lsaravia     02/08/2010 18:43  0
gmontano     02/08/2010 18:44  0
czamora      02/08/2010 18:44  0
baranibar    02/08/2010 18:50  0
aponce       02/08/2010 18:58  0
despinoza    02/08/2010 18:59  0
jmita        02/08/2010 19:03  0
mgrandillert 02/08/2010 19:11  D
tescriva     02/08/2010 19:19  D
lgalindo     02/08/2010 19:39  0
rcordero     02/08/2010 19:48  0
rcoronel     02/08/2010 20:11  0
jleano       02/08/2010 20:13  0
rsoliz       02/08/2010 20:45  D
rvera        02/08/2010 21:00  0
vbadani      02/08/2010 21:04  0
eudaeta      02/08/2010 21:07  0
