dcastro      02/02/2010 14:31:30  D  D
mjaldin      02/02/2010 14:32:32  D  D
hmantezana   02/02/2010 14:32:40  D  D
dmaldonado   02/02/2010 14:35:35  D  D
rvillarroel  02/02/2010 14:36:05  D  D
ozarate      02/02/2010 14:37:23  D  D
rcoronel     02/02/2010 14:37:31  D  D
jquispe      02/02/2010 14:39:33  D  D
pdaza        02/02/2010 14:39:51  D  D
rsoliz       02/02/2010 14:40:00  D  D
cquiroga     02/02/2010 14:43:21  D  D
bgranado     02/02/2010 14:43:29  D  D
ebeltran     02/02/2010 14:44:10  D  D
scastro      02/02/2010 14:49:11  D  D
jmita        02/02/2010 14:51:20  D  D
fprudencio   02/02/2010 14:54:28  D  D
jaquispe     02/02/2010 15:02:20  D  D
agutierrez   02/02/2010 15:07:36  D  D
ozarate      02/02/2010 18:45:15  0  D
rvillarroel  02/02/2010 18:46:31  0  D
dayaviri     02/02/2010 18:47:01  0  D
ebeltran     02/02/2010 18:49:11  0  D
msinaniz     02/02/2010 18:49:24  0  D
rcoronel     02/02/2010 19:08:49  0  D
hmantezana   02/02/2010 19:14:18  0  D
mgrandillert 02/02/2010 19:16:02  0  D
ievargas     02/02/2010 19:17:47  0  D
agutierrez   02/02/2010 19:19:34  0  D
jmita        02/02/2010 19:21:51  0  D
jromay       02/02/2010 19:26:06  0  D
bgranado     02/02/2010 19:29:56  0  D
cquiroga     02/02/2010 19:31:26  0  D
hbranez      02/02/2010 19:32:17  0  D
pclaros      02/02/2010 19:39:03  0  D
amaldonado   02/02/2010 19:39:34  0  D
mgarcia      02/02/2010 19:39:40  0  D
gaguilar     02/02/2010 19:39:49  0  D
jparra       02/02/2010 19:40:32  0  D
jbalderrama  02/02/2010 19:42:38  0  D
dmaldonado   02/02/2010 19:49:54  0  D
jaquispe     02/02/2010 19:50:55  0  D
drocha       02/02/2010 19:52:34  0  D
scastro      02/02/2010 19:56:46  0  D
fprudencio   02/02/2010 19:56:54  0  D
mjaldin      02/02/2010 20:44:26  D  D
mjaldin      02/04/2010 08:24:54  D  D
ievargas     02/04/2010 08:30:27  D  D
mgarcia      02/04/2010 08:32:10  D  D
amaldonado   02/04/2010 08:32:49  D  D
bgranado     02/04/2010 08:38:01  D  D
dmaldonado   02/04/2010 08:38:22  D  D
gaguilar     02/04/2010 08:39:47  D  D
ozarate      02/04/2010 08:40:27  D  D
cquiroga     02/04/2010 08:54:55  D  D
agutierrez   02/04/2010 09:01:14  D  D
hmantezana   02/04/2010 12:30:38  D  D
fprudencio   02/04/2010 12:32:13  0  D
dayaviri     02/04/2010 12:32:20  0  D
pdaza        02/04/2010 12:35:44  0  D
dmaldonado   02/04/2010 12:35:53  0  D
icespedes    02/04/2010 12:38:06  0  D
jmita        02/04/2010 12:38:24  0  D
jparra       02/04/2010 12:38:36  0  D
mjaldin      02/04/2010 12:38:44  0  D
ozarate      02/04/2010 12:38:52  0  D
drocha       02/04/2010 12:39:02  0  D
gaguilar     02/04/2010 14:38:11  D  D
rcoronel     02/04/2010 14:38:21  D  D
pdaza        02/04/2010 14:38:28  D  D
agutierrez   02/04/2010 14:38:33  D  D
rsoliz       02/04/2010 14:38:41  D  D
dmaldonado   02/04/2010 14:41:57  D  D
ozarate      02/04/2010 14:45:06  D  D
gherbas      02/04/2010 14:47:47  D  D
jromay       02/04/2010 14:51:12  D  D
jmita        02/04/2010 14:52:08  D  D
fprudencio   02/04/2010 18:33:31  D  D
schopitea    02/04/2010 18:34:05  0  D
agutierrez   02/04/2010 18:34:26  0  D
drocha       02/04/2010 18:38:12  0  D
ozarate      02/04/2010 18:38:25  0  D
amaldonado   02/04/2010 18:44:04  0  D
mgarcia      02/04/2010 18:44:22  0  D
icespedes    02/04/2010 18:45:53  0  D
gaguilar     02/04/2010 18:46:23  0  D
dmaldonado   02/04/2010 18:50:25  0  D
pdaza        02/04/2010 18:50:34  0  D
dayaviri     02/04/2010 18:52:57  0  D
jparra       02/04/2010 18:54:06  0  D
jmita        02/04/2010 18:54:12  0  D
mjaldin      02/04/2010 18:54:24  0  D
mescobar     02/04/2010 19:40:06  D  D
mescobar     02/05/2010 08:13:16  D  D
hmantezana   02/05/2010 08:15:50  D  D
ievargas     02/05/2010 08:16:00  D  D
icespedes    02/05/2010 08:18:37  D  D
pdaza        02/05/2010 08:22:35  D  D
jparra       02/05/2010 08:22:44  D  D
amaldonado   02/05/2010 08:24:29  D  D
dmaldonado   02/05/2010 08:27:40  D  D
jmita        02/05/2010 08:28:17  D  D
mjaldin      02/05/2010 08:30:41  D  D
gaguilar     02/05/2010 08:31:46  D  D
rcoronel     02/05/2010 08:35:52  D  D
mgarcia      02/05/2010 08:36:03  D  D
pramirez     02/05/2010 08:36:33  D  D
rvillarroel  02/05/2010 08:49:57  D  D
fprudencio   02/05/2010 08:53:31  D  D
jromay       02/05/2010 08:53:49  D  D
jbalderrama  02/05/2010 09:08:34  D  D
hbranez      02/05/2010 09:13:31  D  D
ozarate      02/05/2010 09:38:32  D  D
rvillarroel  02/05/2010 12:34:18  0  D
fprudencio   02/05/2010 12:34:27  0  D
icespedes    02/05/2010 12:37:17  0  D
jmita        02/05/2010 12:37:23  0  D
hmantezana   02/05/2010 12:37:31  D  D
mescobar     02/05/2010 12:41:21  0  D
pdaza        02/05/2010 12:41:57  0  D
dmaldonado   02/05/2010 12:42:04  0  D
mjaldin      02/05/2010 12:44:40  0  D
drocha       02/05/2010 12:45:05  0  D
hbranez      02/05/2010 12:45:21  0  D
rcoronel     02/05/2010 12:46:26  0  D
jbalderrama  02/05/2010 12:51:21  0  D
amaldonado   02/05/2010 12:51:46  0  D
gaguilar     02/05/2010 12:51:52  0  D
mgarcia      02/05/2010 12:52:01  0  D
ievargas     02/05/2010 12:55:26  0  D
pclaros      02/05/2010 12:55:40  0  D
jromay       02/05/2010 13:01:32  0  D
ozarate      02/05/2010 13:17:22  D  D
ozarate      02/05/2010 13:25:39  D  D
jparra       02/05/2010 13:33:04  0  D
jromay       02/05/2010 14:23:56  D  D
jparra       02/05/2010 14:26:12  D  D
hbranez      02/05/2010 14:26:20  D  D
frojas       02/05/2010 14:26:34  D  D
mjaldin      02/05/2010 14:30:20  D  D
jbalderrama  02/05/2010 14:30:34  D  D
gaguilar     02/05/2010 14:31:36  D  D
ievargas     02/05/2010 14:33:15  D  D
hmantezana   02/05/2010 14:33:37  D  D
pdaza        02/05/2010 14:37:18  D  D
icespedes    02/05/2010 14:37:46  D  D
rcoronel     02/05/2010 14:39:26  D  D
amaldonado   02/05/2010 14:41:25  D  D
mescobar     02/05/2010 14:44:33  D  D
fprudencio   02/05/2010 14:48:56  D  D
agutierrez   02/05/2010 14:52:47  D  D
jmita        02/05/2010 15:16:49  D  D
rvillarroel  02/05/2010 16:04:39  D  D
agutierrez   02/05/2010 18:39:35  0  D
ozarate      02/05/2010 18:49:30  0  D
pclaros      02/05/2010 18:55:55  0  D
pclaros      02/05/2010 18:56:10  0  D
dmaldonado   02/05/2010 18:56:18  0  D
pdaza        02/05/2010 18:56:28  0  D
hbranez      02/05/2010 18:56:46  0  D
drocha       02/05/2010 18:56:55  0  D
rvillarroel  02/05/2010 18:57:04  0  D
jparra       02/05/2010 18:57:45  0  D
ievargas     02/05/2010 18:58:04  0  D
fvega        02/05/2010 18:58:11  0  D
jmita        02/05/2010 18:58:19  0  D
rcoronel     02/05/2010 19:03:54  D  D
fprudencio   02/05/2010 19:10:16  0  D
amaldonado   02/05/2010 19:11:10  0  D
mgarcia      02/05/2010 19:11:17  0  D
gaguilar     02/05/2010 19:11:29  0  D
mescobar     02/05/2010 19:14:37  0  D
hmantezana   02/05/2010 19:23:24  0  D
jromay       02/05/2010 19:54:42  0  D
cmollo       02/05/2010 19:58:52  0  D
jbalderrama  02/05/2010 20:19:32  0  D
icespedes    02/05/2010 22:17:08  D  D
eargandona   02/07/2010 08:29:40  D  D
nnumbela     02/07/2010 08:29:47  D  D
pclaros      02/08/2010 08:06:16  D  D
jleano       02/08/2010 08:07:47  D  D
mescobar     02/08/2010 08:12:42  D  D
dayaviri     02/08/2010 08:19:18  D  D
drocha       02/08/2010 08:19:27  D  D
dmaldonado   02/08/2010 08:24:36  D  D
ievargas     02/08/2010 08:26:17  D  D
rcoronel     02/08/2010 08:26:26  D  D
amaldonado   02/08/2010 08:33:51  D  D
mgarcia      02/08/2010 08:38:22  D  D
rvillarroel  02/08/2010 08:38:31  D  D
ozarate      02/08/2010 08:42:38  D  D
jaquispe     02/08/2010 08:50:03  D  D
gaguilar     02/08/2010 08:50:17  D  D
jduran       02/08/2010 08:50:26  D  D
agutierrez   02/08/2010 09:10:34  D  D
pdaza        02/08/2010 09:19:57  D  D
rcoronel     02/08/2010 12:35:21  D  D
fprudencio   02/08/2010 12:36:48  0  D
hmantezana   02/08/2010 12:37:51  D  D
pdaza        02/08/2010 12:38:36  0  D
dmaldonado   02/08/2010 12:38:42  0  D
rvillarroel  02/08/2010 12:41:36  0  D
pclaros      02/08/2010 12:42:32  0  D
mgarcia      02/08/2010 12:43:10  0  D
amaldonado   02/08/2010 12:43:23  0  D
ozarate      02/08/2010 12:43:51  0  D
ievargas     02/08/2010 12:45:39  0  D
gaguilar     02/08/2010 12:47:04  0  D
mescobar     02/08/2010 12:47:35  0  D
mjaldin      02/08/2010 12:48:30  0  D
hbranez      02/08/2010 12:55:24  0  D
jromay       02/08/2010 13:11:34  0  D
gaguilar     02/08/2010 13:41:48  D  D
pclaros      02/08/2010 14:18:48  D  D
vdaga        02/08/2010 14:25:45  D  D
amaldonado   02/08/2010 14:29:49  D  D
rvillarroel  02/08/2010 14:29:58  D  D
agutierrez   02/08/2010 14:33:17  D  D
hbranez      02/08/2010 14:33:42  D  D
fmosquera    02/08/2010 14:33:48  D  D
ievargas     02/08/2010 14:34:31  D  D
rcoronel     02/08/2010 14:34:39  D  D
mjaldin      02/08/2010 14:40:07  D  D
pdaza        02/08/2010 14:40:39  D  D
dmaldonado   02/08/2010 14:41:54  D  D
jbalderrama  02/08/2010 14:43:38  D  D
ozarate      02/08/2010 14:45:09  D  D
fprudencio   02/08/2010 15:02:37  D  D
pdaza        02/08/2010 19:02:25  D  D
pdaza        02/08/2010 19:02:34  0  D
dmaldonado   02/08/2010 19:02:40  0  D
mescobar     02/08/2010 19:10:54  0  D
ozarate      02/08/2010 19:17:18  0  D
drocha       02/08/2010 19:17:28  0  D
mjaldin      02/08/2010 19:19:25  0  D
pclaros      02/08/2010 19:21:34  0  D
ievargas     02/08/2010 19:27:19  0  D
rvillarroel  02/08/2010 19:27:55  0  D
amaldonado   02/08/2010 19:29:47  0  D
gaguilar     02/08/2010 19:30:03  0  D
jromay       02/08/2010 19:46:34  0  D
hbranez      02/08/2010 19:57:13  0  D
eargandona   02/08/2010 21:06:39  0  D
hcaceres     02/08/2010 21:06:45  0  D
alaura       02/08/2010 21:06:54  0  D
icespedes    02/08/2010 21:07:04  0  D
jparra       02/08/2010 23:08:46  D  D
